               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 322,             0.02687,           0.0089558,           0.0058147,              0.9991,                   1,               0.995,             0.71749,            0.014025,           0.0042574,           0.0023931,           0.0034199,           0.0034199,           0.0066199
                 323,            0.026147,            0.009339,           0.0050129,              0.9988,                   1,               0.995,             0.69643,              0.0133,           0.0042727,           0.0024437,           0.0034059,           0.0034059,           0.0063059
                 324,            0.023265,           0.0088442,           0.0055742,             0.99865,                   1,               0.995,             0.83164,            0.012099,            0.004194,           0.0024591,           0.0033917,           0.0033917,           0.0059917
                 325,            0.024228,           0.0085781,            0.004277,             0.99916,                   1,               0.995,             0.75273,            0.014002,           0.0042242,           0.0024641,           0.0033775,           0.0033775,           0.0056775
                 326,            0.027195,           0.0089584,           0.0054608,             0.99916,                   1,               0.995,             0.75273,            0.014002,           0.0042242,           0.0024641,           0.0033633,           0.0033633,           0.0053633
                 327,            0.024178,           0.0094611,           0.0043471,             0.99943,                   1,               0.995,              0.8254,            0.013428,           0.0041501,           0.0024598,           0.0033489,           0.0033489,           0.0050489
                 328,            0.024769,            0.008515,           0.0060188,             0.99952,                   1,               0.995,             0.82739,             0.01266,           0.0039964,           0.0024159,           0.0033345,           0.0033345,           0.0047345
                 329,            0.025232,           0.0075902,           0.0056838,             0.99967,                   1,               0.995,             0.75087,            0.013825,           0.0041023,           0.0023881,             0.00332,             0.00332,             0.00442
                 330,            0.025902,            0.007793,           0.0043828,             0.99967,                   1,               0.995,             0.75087,            0.013825,           0.0041023,           0.0023881,           0.0033055,           0.0033055,           0.0041055
                 331,            0.025919,           0.0082903,           0.0092362,             0.99982,                   1,               0.995,             0.78916,            0.013035,           0.0040419,           0.0023637,           0.0032908,           0.0032908,           0.0037908
                 332,            0.021819,            0.007973,           0.0049679,             0.99851,                   1,               0.995,             0.83814,           0.0099384,           0.0038378,           0.0023081,           0.0032762,           0.0032762,           0.0034762
                 333,             0.02512,           0.0085521,           0.0062781,             0.99823,                   1,               0.995,             0.75719,            0.013772,           0.0040724,           0.0022859,           0.0032582,           0.0032582,           0.0032582
                 334,            0.025613,           0.0088761,           0.0047547,             0.99823,                   1,               0.995,             0.75719,            0.013772,           0.0040724,           0.0022859,           0.0032582,           0.0032582,           0.0032582
                 335,            0.024427,           0.0088291,           0.0056688,             0.99828,                   1,               0.995,             0.80018,            0.012384,           0.0039664,           0.0022705,           0.0032337,           0.0032337,           0.0032337
                 336,            0.025074,           0.0086066,           0.0085124,              0.9981,                   1,               0.995,               0.804,            0.011676,           0.0038728,           0.0022436,           0.0032093,           0.0032093,           0.0032093
                 337,            0.024821,           0.0082964,           0.0039767,             0.99783,                   1,               0.995,             0.78512,            0.012813,            0.003952,            0.002237,            0.003185,            0.003185,            0.003185
                 338,            0.022547,           0.0085755,           0.0053731,             0.99783,                   1,               0.995,             0.78512,            0.012813,            0.003952,            0.002237,           0.0031608,           0.0031608,           0.0031608
                 339,            0.022324,           0.0080308,           0.0057645,             0.99735,                   1,               0.995,             0.80796,             0.01312,            0.003965,            0.002218,           0.0031367,           0.0031367,           0.0031367
                 340,            0.024645,           0.0093655,           0.0058251,             0.99748,                   1,               0.995,             0.83378,            0.010691,           0.0037558,           0.0021881,           0.0031127,           0.0031127,           0.0031127
                 341,            0.025517,           0.0085679,            0.010915,             0.99781,                   1,               0.995,             0.71962,             0.01501,           0.0041225,           0.0021525,           0.0030888,           0.0030888,           0.0030888
                 342,            0.027803,           0.0089871,           0.0047977,             0.99781,                   1,               0.995,             0.71962,             0.01501,           0.0041225,           0.0021525,            0.003065,            0.003065,            0.003065
                 343,            0.022152,           0.0085896,           0.0035579,             0.99896,                   1,               0.995,             0.72441,            0.013256,           0.0040267,           0.0021402,           0.0030412,           0.0030412,           0.0030412
                 344,            0.021891,           0.0075199,           0.0061033,             0.99954,                   1,               0.995,             0.78919,            0.013699,           0.0039683,           0.0021426,           0.0030176,           0.0030176,           0.0030176
                 345,            0.027781,           0.0092757,           0.0043452,             0.99987,                   1,               0.995,             0.80393,            0.010546,           0.0038026,           0.0021617,           0.0029941,           0.0029941,           0.0029941
                 346,            0.025143,           0.0084933,           0.0045921,             0.99987,                   1,               0.995,             0.80393,            0.010546,           0.0038026,           0.0021617,           0.0029706,           0.0029706,           0.0029706
                 347,            0.025016,           0.0087766,           0.0046439,             0.99973,                   1,               0.995,             0.81032,             0.01047,           0.0038357,           0.0021924,           0.0029473,           0.0029473,           0.0029473
                 348,            0.024387,           0.0089912,            0.005842,             0.99951,                   1,               0.995,             0.83302,            0.010716,           0.0038687,           0.0022089,           0.0029241,           0.0029241,           0.0029241
                 349,            0.024981,           0.0076539,           0.0051733,             0.99951,                   1,               0.995,             0.76175,            0.012366,           0.0039815,           0.0021825,           0.0029009,           0.0029009,           0.0029009
                 350,            0.022388,           0.0074501,           0.0039721,             0.99951,                   1,               0.995,             0.76175,            0.012366,           0.0039815,           0.0021825,           0.0028779,           0.0028779,           0.0028779
                 351,            0.022858,           0.0087947,           0.0046423,             0.99936,                   1,               0.995,             0.75849,            0.012446,           0.0039749,           0.0021577,            0.002855,            0.002855,            0.002855
                 352,            0.022826,           0.0083698,            0.003939,             0.99924,                   1,               0.995,             0.82696,           0.0098394,           0.0037752,           0.0021167,           0.0028321,           0.0028321,           0.0028321
                 353,            0.023946,           0.0083226,           0.0047601,             0.99913,                   1,               0.995,             0.65785,             0.01479,            0.003954,           0.0020652,           0.0028094,           0.0028094,           0.0028094
                 354,            0.026958,            0.008423,           0.0072798,             0.99913,                   1,               0.995,             0.65785,             0.01479,            0.003954,           0.0020652,           0.0027868,           0.0027868,           0.0027868
                 355,            0.024819,           0.0088298,           0.0041822,             0.99926,                   1,               0.995,             0.60581,            0.016576,           0.0041038,             0.00202,           0.0027643,           0.0027643,           0.0027643
                 356,            0.023482,           0.0077061,           0.0062301,             0.99945,                   1,               0.995,             0.80979,            0.012657,           0.0038767,           0.0020047,           0.0027419,           0.0027419,           0.0027419
                 357,            0.021995,           0.0071677,            0.004202,             0.99959,                   1,               0.995,             0.85378,            0.010179,            0.003745,           0.0019782,           0.0027196,           0.0027196,           0.0027196
                 358,            0.021501,           0.0077196,           0.0036244,             0.99959,                   1,               0.995,             0.85378,            0.010179,            0.003745,           0.0019782,           0.0026975,           0.0026975,           0.0026975
                 359,             0.02095,           0.0082743,           0.0069153,             0.99961,                   1,               0.995,             0.84482,            0.009846,           0.0036919,           0.0019533,           0.0026754,           0.0026754,           0.0026754
                 360,            0.019511,           0.0082618,           0.0036536,             0.99965,                   1,               0.995,             0.84392,            0.009492,           0.0036835,           0.0019244,           0.0026534,           0.0026534,           0.0026534
                 361,            0.019437,            0.008535,           0.0039078,             0.99982,                   1,               0.995,             0.85453,            0.011318,           0.0037995,           0.0018749,           0.0026316,           0.0026316,           0.0026316
                 362,            0.021797,           0.0084839,            0.003209,             0.99982,                   1,               0.995,             0.85453,            0.011318,           0.0037995,           0.0018749,           0.0026099,           0.0026099,           0.0026099
                 363,            0.021143,           0.0081327,           0.0042086,             0.99991,                   1,               0.995,             0.85129,            0.010769,           0.0037628,            0.001839,           0.0025882,           0.0025882,           0.0025882
                 364,            0.021136,            0.008323,           0.0072513,             0.99995,                   1,               0.995,             0.82727,            0.010179,           0.0037376,           0.0017942,           0.0025667,           0.0025667,           0.0025667
                 365,            0.021279,           0.0076291,           0.0052353,             0.99986,                   1,               0.995,             0.81926,            0.010141,           0.0036713,           0.0017511,           0.0025454,           0.0025454,           0.0025454
                 366,            0.024507,           0.0090857,           0.0040431,             0.99986,                   1,               0.995,             0.81926,            0.010141,           0.0036713,           0.0017511,           0.0025241,           0.0025241,           0.0025241
                 367,             0.02221,           0.0088524,            0.003482,              0.9998,                   1,               0.995,             0.84835,           0.0097631,           0.0036309,           0.0017292,           0.0025029,           0.0025029,           0.0025029
                 368,            0.021045,           0.0087131,           0.0032265,             0.99973,                   1,               0.995,             0.81462,             0.01222,           0.0039708,           0.0017115,           0.0024819,           0.0024819,           0.0024819
                 369,            0.023424,           0.0085361,           0.0035275,             0.99988,                   1,               0.995,             0.80741,            0.011203,           0.0037309,           0.0017105,            0.002461,            0.002461,            0.002461
                 370,              0.0252,           0.0079213,              0.0045,             0.99988,                   1,               0.995,             0.80741,            0.011203,           0.0037309,           0.0017105,           0.0024402,           0.0024402,           0.0024402
                 371,            0.021943,           0.0077799,           0.0042344,             0.99982,                   1,               0.995,             0.81336,            0.010709,           0.0036963,           0.0017059,           0.0024195,           0.0024195,           0.0024195
                 372,            0.022006,           0.0088712,            0.004472,             0.99983,                   1,               0.995,             0.84901,            0.010421,           0.0037129,           0.0017113,            0.002399,            0.002399,            0.002399
                 373,            0.021945,           0.0083132,            0.003036,             0.99984,                   1,               0.995,             0.81179,            0.011329,           0.0036632,           0.0017113,           0.0023786,           0.0023786,           0.0023786
                 374,            0.023141,           0.0083271,           0.0062029,             0.99984,                   1,               0.995,             0.81179,            0.011329,           0.0036632,           0.0017113,           0.0023583,           0.0023583,           0.0023583
                 375,            0.020207,           0.0081364,           0.0053238,             0.99974,                   1,               0.995,             0.80624,            0.011174,           0.0036562,           0.0017216,           0.0023381,           0.0023381,           0.0023381
                 376,            0.020876,           0.0090908,           0.0033813,             0.99971,                   1,               0.995,             0.86404,            0.009628,           0.0035979,           0.0017333,            0.002318,            0.002318,            0.002318
                 377,             0.02248,           0.0075967,           0.0034842,             0.99971,                   1,               0.995,             0.81504,             0.01098,           0.0036209,           0.0017353,           0.0022981,           0.0022981,           0.0022981
                 378,            0.022193,           0.0091748,           0.0049383,             0.99971,                   1,               0.995,             0.81504,             0.01098,           0.0036209,           0.0017353,           0.0022783,           0.0022783,           0.0022783
                 379,            0.023839,           0.0085264,           0.0056991,             0.99967,                   1,               0.995,             0.77424,            0.011398,           0.0036602,           0.0017406,           0.0022586,           0.0022586,           0.0022586
                 380,            0.023072,            0.007626,           0.0059148,             0.99935,                   1,               0.995,             0.84976,            0.009756,           0.0036263,             0.00174,           0.0022391,           0.0022391,           0.0022391
                 381,            0.020731,           0.0081158,           0.0036531,              0.9994,                   1,               0.995,             0.81309,            0.011612,           0.0037016,           0.0017327,           0.0022196,           0.0022196,           0.0022196
                 382,            0.024554,           0.0084343,           0.0049668,              0.9994,                   1,               0.995,             0.81309,            0.011612,           0.0037016,           0.0017327,           0.0022004,           0.0022004,           0.0022004
                 383,            0.022431,           0.0078599,           0.0046439,              0.9995,                   1,               0.995,             0.82524,            0.011588,           0.0036406,           0.0017276,           0.0021812,           0.0021812,           0.0021812
                 384,            0.021356,           0.0088161,           0.0041656,              0.9997,                   1,               0.995,             0.84992,           0.0086064,           0.0033969,           0.0017211,           0.0021622,           0.0021622,           0.0021622
                 385,            0.018538,           0.0064894,           0.0039363,             0.99977,                   1,               0.995,             0.83524,            0.010179,           0.0034913,            0.001706,           0.0021433,           0.0021433,           0.0021433
                 386,            0.021737,           0.0080525,           0.0039429,             0.99977,                   1,               0.995,             0.83524,            0.010179,           0.0034913,            0.001706,           0.0021245,           0.0021245,           0.0021245
                 387,             0.02167,           0.0081858,           0.0060742,             0.99983,             0.99996,               0.995,             0.82772,            0.009785,           0.0034482,           0.0016939,           0.0021059,           0.0021059,           0.0021059
                 388,             0.02004,           0.0079453,            0.002911,             0.99978,                   1,               0.995,             0.83655,           0.0098401,           0.0034565,           0.0016786,           0.0020874,           0.0020874,           0.0020874
                 389,            0.021638,            0.007828,           0.0030523,             0.99966,                   1,               0.995,             0.84662,            0.011978,           0.0036028,           0.0016558,            0.002069,            0.002069,            0.002069
                 390,            0.021759,           0.0073438,            0.002673,             0.99966,                   1,               0.995,             0.84662,            0.011978,           0.0036028,           0.0016558,           0.0020508,           0.0020508,           0.0020508
                 391,            0.021534,           0.0085208,             0.00379,             0.99952,                   1,               0.995,              0.8435,            0.012637,           0.0036456,           0.0016443,           0.0020327,           0.0020327,           0.0020327
                 392,            0.021533,           0.0077333,           0.0038326,              0.9995,             0.99999,               0.995,             0.81588,            0.011506,           0.0035392,           0.0016404,           0.0020147,           0.0020147,           0.0020147
                 393,            0.022755,           0.0078761,           0.0041922,             0.99948,                   1,               0.995,             0.84546,             0.01067,           0.0035983,           0.0016456,           0.0019969,           0.0019969,           0.0019969
                 394,            0.020079,            0.007779,           0.0042839,             0.99948,                   1,               0.995,             0.84546,             0.01067,           0.0035983,           0.0016456,           0.0019792,           0.0019792,           0.0019792
                 395,            0.018895,           0.0078932,           0.0026039,             0.99953,                   1,               0.995,             0.84104,            0.010987,           0.0036167,           0.0016484,           0.0019617,           0.0019617,           0.0019617
                 396,            0.021668,           0.0072554,            0.002656,             0.99964,                   1,               0.995,             0.81947,           0.0095056,           0.0034383,           0.0016499,           0.0019443,           0.0019443,           0.0019443
                 397,            0.018677,           0.0072245,           0.0036505,             0.99976,                   1,               0.995,             0.84609,           0.0093052,           0.0034172,           0.0016552,            0.001927,            0.001927,            0.001927
                 398,            0.020229,           0.0074165,           0.0037996,             0.99976,                   1,               0.995,             0.84609,           0.0093052,           0.0034172,           0.0016552,           0.0019099,           0.0019099,           0.0019099
                 399,            0.019882,           0.0080172,           0.0042132,             0.99995,                   1,               0.995,              0.8547,           0.0086519,            0.003343,           0.0016611,           0.0018929,           0.0018929,           0.0018929
                 400,            0.018412,            0.007668,           0.0034707,             0.99975,                   1,               0.995,             0.86381,           0.0091509,           0.0034323,           0.0016658,           0.0018761,           0.0018761,           0.0018761
                 401,            0.019041,           0.0068303,           0.0024216,             0.99942,                   1,               0.995,             0.84641,             0.00967,           0.0034686,           0.0016631,           0.0018594,           0.0018594,           0.0018594
                 402,            0.021396,           0.0076663,           0.0046127,             0.99942,                   1,               0.995,             0.84641,             0.00967,           0.0034686,           0.0016631,           0.0018429,           0.0018429,           0.0018429
                 403,            0.020083,           0.0080259,           0.0046718,             0.99925,                   1,               0.995,             0.86397,           0.0098179,           0.0035373,            0.001668,           0.0018265,           0.0018265,           0.0018265
                 404,            0.020075,           0.0079289,           0.0030777,             0.99919,                   1,               0.995,             0.85062,           0.0092416,           0.0035564,           0.0016725,           0.0018102,           0.0018102,           0.0018102
                 405,            0.018943,           0.0071873,           0.0033695,             0.99917,                   1,               0.995,              0.8477,            0.010255,           0.0035955,           0.0016678,           0.0017941,           0.0017941,           0.0017941
                 406,            0.018762,           0.0076871,           0.0029585,             0.99917,                   1,               0.995,              0.8477,            0.010255,           0.0035955,           0.0016678,           0.0017781,           0.0017781,           0.0017781
                 407,            0.020094,           0.0076958,           0.0028202,             0.99916,                   1,               0.995,             0.84994,            0.010442,           0.0036166,           0.0016659,           0.0017623,           0.0017623,           0.0017623
                 408,             0.01853,           0.0072833,           0.0032574,             0.99921,                   1,               0.995,             0.84579,           0.0089837,           0.0035294,           0.0016604,           0.0017466,           0.0017466,           0.0017466
                 409,            0.018874,           0.0080624,           0.0028772,             0.99924,                   1,               0.995,             0.81157,             0.01121,           0.0035556,           0.0016443,           0.0017311,           0.0017311,           0.0017311
                 410,            0.024124,           0.0080038,           0.0032955,             0.99924,                   1,               0.995,             0.81157,             0.01121,           0.0035556,           0.0016443,           0.0017157,           0.0017157,           0.0017157
                 411,            0.020764,           0.0074989,            0.004233,              0.9993,                   1,               0.995,             0.79319,            0.012187,           0.0036004,           0.0016395,           0.0017005,           0.0017005,           0.0017005
                 412,            0.022503,           0.0081664,           0.0033891,             0.99941,                   1,               0.995,             0.83581,           0.0093319,            0.003454,           0.0016382,           0.0016854,           0.0016854,           0.0016854
                 413,             0.02099,           0.0068856,           0.0027131,              0.9994,                   1,               0.995,              0.7888,            0.011783,           0.0035384,           0.0016438,           0.0016705,           0.0016705,           0.0016705
                 414,            0.022972,           0.0079893,           0.0042289,              0.9994,                   1,               0.995,              0.7888,            0.011783,           0.0035384,           0.0016438,           0.0016558,           0.0016558,           0.0016558
                 415,            0.021237,           0.0077955,           0.0031537,             0.99947,                   1,               0.995,             0.80032,            0.011491,           0.0035175,           0.0016538,           0.0016411,           0.0016411,           0.0016411
                 416,            0.019626,           0.0071059,           0.0034523,             0.99957,                   1,               0.995,             0.86868,           0.0086442,           0.0033325,           0.0016535,           0.0016267,           0.0016267,           0.0016267
                 417,            0.019038,           0.0090869,           0.0027067,             0.99962,                   1,               0.995,             0.84358,           0.0093033,           0.0033527,           0.0016502,           0.0016123,           0.0016123,           0.0016123
                 418,            0.017034,           0.0072763,           0.0024581,             0.99962,                   1,               0.995,             0.84358,           0.0093033,           0.0033527,           0.0016502,           0.0015982,           0.0015982,           0.0015982
                 419,            0.020679,           0.0072217,           0.0052689,             0.99964,                   1,               0.995,             0.83344,            0.010289,           0.0034277,           0.0016455,           0.0015842,           0.0015842,           0.0015842
                 420,            0.019065,           0.0078203,            0.002392,              0.9998,                   1,               0.995,             0.85794,           0.0090632,           0.0033807,           0.0016457,           0.0015703,           0.0015703,           0.0015703
                 421,            0.019253,           0.0086845,           0.0029031,             0.99984,                   1,               0.995,             0.85264,           0.0082546,           0.0033143,           0.0016352,           0.0015566,           0.0015566,           0.0015566
                 422,            0.017901,           0.0080373,           0.0034833,             0.99984,                   1,               0.995,             0.85264,           0.0082546,           0.0033143,           0.0016352,           0.0015431,           0.0015431,           0.0015431
                 423,            0.017959,           0.0063533,           0.0026028,             0.99994,                   1,               0.995,             0.85778,           0.0082379,            0.003343,           0.0016291,           0.0015297,           0.0015297,           0.0015297
                 424,            0.017001,           0.0073428,            0.002616,             0.99991,                   1,               0.995,             0.84813,           0.0091041,           0.0034118,            0.001614,           0.0015165,           0.0015165,           0.0015165
                 425,             0.01783,           0.0087179,            0.003436,             0.99992,                   1,               0.995,             0.85226,           0.0085306,           0.0033491,           0.0015909,           0.0015034,           0.0015034,           0.0015034
                 426,             0.01902,           0.0082495,           0.0029471,             0.99992,                   1,               0.995,             0.85226,           0.0085306,           0.0033491,           0.0015909,           0.0014905,           0.0014905,           0.0014905
                 427,            0.019341,           0.0077207,           0.0043898,              0.9999,                   1,               0.995,             0.85204,           0.0085183,           0.0033398,           0.0015732,           0.0014777,           0.0014777,           0.0014777
                 428,            0.018225,           0.0081425,           0.0031891,             0.99997,                   1,               0.995,             0.86404,           0.0080109,           0.0033091,           0.0015555,           0.0014651,           0.0014651,           0.0014651
                 429,            0.017325,           0.0076494,           0.0026228,             0.99995,                   1,               0.995,             0.86355,           0.0081987,           0.0033574,           0.0015369,           0.0014527,           0.0014527,           0.0014527
                 430,            0.017938,            0.007524,           0.0032945,             0.99995,                   1,               0.995,             0.86355,           0.0081987,           0.0033574,           0.0015369,           0.0014404,           0.0014404,           0.0014404
                 431,            0.016746,           0.0077927,           0.0039222,             0.99994,                   1,               0.995,             0.86713,           0.0082011,           0.0033739,           0.0015236,           0.0014283,           0.0014283,           0.0014283
                 432,            0.018496,           0.0081449,           0.0031056,             0.99986,                   1,               0.995,             0.86694,           0.0083915,           0.0033965,           0.0015101,           0.0014163,           0.0014163,           0.0014163
                 433,            0.017796,           0.0079052,           0.0034483,              0.9998,                   1,               0.995,             0.86179,           0.0092539,           0.0034706,           0.0014936,           0.0014045,           0.0014045,           0.0014045
                 434,             0.01964,           0.0080147,            0.003326,              0.9998,                   1,               0.995,             0.86179,           0.0092539,           0.0034706,           0.0014936,           0.0013929,           0.0013929,           0.0013929
                 435,            0.018605,           0.0095372,           0.0024842,             0.99982,                   1,               0.995,             0.86055,            0.009065,           0.0034074,           0.0014805,           0.0013814,           0.0013814,           0.0013814
                 436,            0.016617,           0.0072921,           0.0035158,             0.99979,                   1,               0.995,             0.86896,            0.008626,           0.0034122,           0.0014737,           0.0013701,           0.0013701,           0.0013701
                 437,            0.019082,           0.0080951,            0.003217,             0.99984,                   1,               0.995,             0.87681,           0.0083967,           0.0033843,           0.0014694,            0.001359,            0.001359,            0.001359
                 438,            0.018128,           0.0072492,           0.0026755,             0.99984,                   1,               0.995,             0.87681,           0.0083967,           0.0033843,           0.0014694,            0.001348,            0.001348,            0.001348
                 439,            0.017755,           0.0072742,           0.0026139,             0.99981,                   1,               0.995,              0.8495,           0.0086979,           0.0033999,           0.0014664,           0.0013372,           0.0013372,           0.0013372
                 440,            0.018382,           0.0071779,           0.0028707,             0.99988,                   1,               0.995,             0.87029,           0.0084466,           0.0033655,           0.0014606,           0.0013265,           0.0013265,           0.0013265
                 441,            0.018435,           0.0069741,           0.0021016,             0.99987,                   1,               0.995,             0.86754,           0.0079013,           0.0032971,           0.0014555,            0.001316,            0.001316,            0.001316
                 442,            0.016307,           0.0078009,           0.0022411,             0.99987,                   1,               0.995,             0.86754,           0.0079013,           0.0032971,           0.0014555,           0.0013057,           0.0013057,           0.0013057
                 443,            0.019603,           0.0068393,           0.0022967,             0.99987,                   1,               0.995,             0.86874,           0.0077511,           0.0032858,           0.0014545,           0.0012955,           0.0012955,           0.0012955
                 444,            0.017413,            0.007329,           0.0029136,             0.99993,                   1,               0.995,             0.86396,           0.0090403,           0.0033841,             0.00145,           0.0012855,           0.0012855,           0.0012855
                 445,            0.019036,           0.0079985,           0.0034608,             0.99991,                   1,               0.995,             0.86707,           0.0085567,           0.0033248,           0.0014447,           0.0012757,           0.0012757,           0.0012757
                 446,            0.019952,           0.0069121,           0.0024457,             0.99991,                   1,               0.995,             0.86707,           0.0085567,           0.0033248,           0.0014447,            0.001266,            0.001266,            0.001266
                 447,            0.016315,           0.0076777,           0.0023336,             0.99979,                   1,               0.995,             0.87504,           0.0083338,           0.0032783,           0.0014422,           0.0012565,           0.0012565,           0.0012565
                 448,            0.017413,           0.0076951,            0.003229,             0.99981,                   1,               0.995,             0.87787,           0.0087539,           0.0032778,           0.0014368,           0.0012472,           0.0012472,           0.0012472
                 449,            0.016584,           0.0071749,           0.0031714,             0.99975,                   1,               0.995,             0.88153,           0.0082657,           0.0032335,             0.00143,           0.0012381,           0.0012381,           0.0012381
                 450,            0.018949,           0.0081394,           0.0034282,             0.99975,                   1,               0.995,             0.88153,           0.0082657,           0.0032335,             0.00143,           0.0012291,           0.0012291,           0.0012291
                 451,            0.017017,           0.0065444,           0.0019115,             0.99969,                   1,               0.995,             0.88484,             0.00879,           0.0032774,           0.0014215,           0.0012202,           0.0012202,           0.0012202
                 452,            0.019992,           0.0068289,           0.0055231,             0.99962,                   1,               0.995,             0.87242,           0.0076375,           0.0031663,           0.0014164,           0.0012116,           0.0012116,           0.0012116
                 453,            0.018154,           0.0074309,           0.0036751,              0.9996,                   1,               0.995,             0.85749,           0.0081505,           0.0032349,           0.0014101,           0.0012031,           0.0012031,           0.0012031
                 454,            0.017327,           0.0075403,           0.0081929,              0.9996,                   1,               0.995,             0.85749,           0.0081505,           0.0032349,           0.0014101,           0.0011948,           0.0011948,           0.0011948
                 455,            0.015857,           0.0070811,           0.0021375,             0.99952,                   1,               0.995,             0.84022,            0.008528,           0.0032587,           0.0014071,           0.0011867,           0.0011867,           0.0011867
                 456,            0.016462,           0.0077819,           0.0029259,             0.99942,                   1,               0.995,              0.8646,           0.0079532,           0.0031565,            0.001404,           0.0011787,           0.0011787,           0.0011787
                 457,            0.016833,           0.0087494,           0.0026077,             0.99934,                   1,               0.995,             0.85682,           0.0094159,           0.0033258,           0.0013975,           0.0011709,           0.0011709,           0.0011709
                 458,            0.017438,           0.0092772,           0.0030331,             0.99934,                   1,               0.995,             0.85682,           0.0094159,           0.0033258,           0.0013975,           0.0011632,           0.0011632,           0.0011632
                 459,            0.016247,           0.0079461,           0.0030417,             0.99934,                   1,               0.995,             0.85934,           0.0091882,           0.0033097,           0.0013923,           0.0011558,           0.0011558,           0.0011558
                 460,            0.017768,           0.0076307,           0.0023301,             0.99934,                   1,               0.995,             0.86226,           0.0086469,           0.0032723,           0.0013898,           0.0011485,           0.0011485,           0.0011485
                 461,            0.016915,           0.0075402,           0.0022445,             0.99932,                   1,               0.995,             0.85901,           0.0083802,           0.0032704,           0.0013866,           0.0011414,           0.0011414,           0.0011414
                 462,            0.016216,           0.0068292,           0.0033035,             0.99932,                   1,               0.995,             0.85901,           0.0083802,           0.0032704,           0.0013866,           0.0011344,           0.0011344,           0.0011344
                 463,            0.018184,           0.0073521,           0.0030045,             0.99926,                   1,               0.995,             0.80991,           0.0091687,           0.0033818,            0.001384,           0.0011277,           0.0011277,           0.0011277
                 464,            0.016204,           0.0079256,           0.0023603,             0.99926,                   1,               0.995,             0.85647,            0.007851,           0.0032471,           0.0013812,           0.0011211,           0.0011211,           0.0011211
                 465,            0.015376,           0.0077113,           0.0031922,             0.99931,                   1,               0.995,             0.85207,           0.0081855,           0.0032493,           0.0013739,           0.0011146,           0.0011146,           0.0011146
                 466,            0.017735,           0.0080661,           0.0022247,             0.99931,                   1,               0.995,             0.85207,           0.0081855,           0.0032493,           0.0013739,           0.0011084,           0.0011084,           0.0011084
                 467,            0.013624,            0.007718,           0.0019109,             0.99933,                   1,               0.995,             0.87732,           0.0077381,           0.0031913,           0.0013698,           0.0011023,           0.0011023,           0.0011023
                 468,            0.015954,           0.0064699,           0.0058903,             0.99939,                   1,               0.995,             0.87765,           0.0079798,           0.0031662,            0.001367,           0.0010964,           0.0010964,           0.0010964
                 469,            0.017139,           0.0072379,           0.0022081,             0.99948,                   1,               0.995,             0.87012,           0.0078874,           0.0031383,           0.0013645,           0.0010907,           0.0010907,           0.0010907
                 470,            0.013746,            0.006141,           0.0018025,             0.99948,                   1,               0.995,             0.87012,           0.0078874,           0.0031383,           0.0013645,           0.0010851,           0.0010851,           0.0010851
                 471,            0.016929,           0.0085048,            0.003278,             0.99956,                   1,               0.995,             0.86343,           0.0079734,           0.0031444,           0.0013603,           0.0010797,           0.0010797,           0.0010797
                 472,            0.016914,           0.0069045,           0.0025232,             0.99967,                   1,               0.995,             0.88748,           0.0076473,           0.0031084,           0.0013553,           0.0010745,           0.0010745,           0.0010745
                 473,               0.016,           0.0069022,           0.0021894,             0.99972,                   1,               0.995,             0.88427,            0.008403,           0.0031558,            0.001352,           0.0010695,           0.0010695,           0.0010695
                 474,            0.018498,           0.0078861,           0.0028255,             0.99972,                   1,               0.995,             0.88427,            0.008403,           0.0031558,            0.001352,           0.0010646,           0.0010646,           0.0010646
                 475,            0.017768,           0.0069797,           0.0022584,             0.99978,                   1,               0.995,             0.87198,           0.0085552,           0.0031689,           0.0013464,           0.0010599,           0.0010599,           0.0010599
                 476,            0.018302,           0.0063936,           0.0034985,             0.99981,                   1,               0.995,             0.86111,           0.0085958,           0.0031941,           0.0013383,           0.0010554,           0.0010554,           0.0010554
                 477,            0.017701,           0.0074951,           0.0023825,             0.99985,                   1,               0.995,             0.88877,           0.0077559,           0.0031182,           0.0013335,           0.0010511,           0.0010511,           0.0010511
                 478,            0.018229,           0.0084392,           0.0021836,             0.99985,                   1,               0.995,             0.88877,           0.0077559,           0.0031182,           0.0013335,           0.0010469,           0.0010469,           0.0010469
                 479,            0.017598,           0.0077341,           0.0026674,             0.99985,                   1,               0.995,             0.87339,           0.0076713,           0.0031265,           0.0013334,           0.0010429,           0.0010429,           0.0010429
                 480,            0.016715,           0.0059715,           0.0019112,             0.99986,                   1,               0.995,             0.86783,           0.0081005,           0.0031914,           0.0013285,           0.0010391,           0.0010391,           0.0010391
                 481,            0.017478,           0.0063233,           0.0034172,             0.99977,                   1,               0.995,             0.88835,           0.0078366,           0.0031372,           0.0013208,           0.0010355,           0.0010355,           0.0010355
                 482,            0.017108,            0.006864,           0.0019769,             0.99977,                   1,               0.995,             0.88835,           0.0078366,           0.0031372,           0.0013208,            0.001032,            0.001032,            0.001032
