               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.039552,            0.012229,            0.013845,             0.83867,             0.89584,             0.92241,             0.63058,            0.024574,           0.0057488,           0.0041658,           0.0038009,           0.0038009,            0.055901
                 160,            0.037576,            0.012318,           0.0086249,              0.9981,                   1,               0.995,             0.69137,            0.021532,           0.0059846,           0.0037659,           0.0038132,           0.0038132,            0.055613
                 161,             0.04368,            0.011741,           0.0072607,             0.76011,             0.97459,              0.8304,             0.19141,            0.030047,           0.0061462,           0.0037239,           0.0038253,           0.0038253,            0.055325
                 162,            0.045878,            0.011755,           0.0078007,             0.77135,             0.92491,             0.83435,             0.33475,            0.027201,           0.0060374,           0.0038984,           0.0038373,           0.0038373,            0.055037
                 163,            0.042493,            0.011857,           0.0078543,             0.99631,             0.92455,             0.97178,             0.47345,             0.02192,           0.0058057,           0.0039916,            0.003849,            0.003849,            0.054749
                 164,            0.036523,            0.011296,            0.012394,             0.99157,             0.99999,               0.995,             0.73564,            0.017278,           0.0056019,           0.0039877,           0.0038606,           0.0038606,            0.054461
                 165,            0.038469,            0.012052,            0.009588,             0.68474,              0.9814,             0.70289,             0.28798,            0.027651,           0.0058147,           0.0040207,            0.003872,            0.003872,            0.054172
                 166,            0.041743,             0.01053,            0.007196,             0.96777,             0.86393,             0.97072,             0.49692,            0.023361,           0.0056107,           0.0042854,           0.0038832,           0.0038832,            0.053883
                 167,            0.038069,            0.011032,           0.0094422,               0.857,             0.80258,             0.95521,             0.37087,            0.026875,           0.0058425,           0.0045511,           0.0038941,           0.0038941,            0.053594
                 168,            0.054891,            0.010478,           0.0093312,             0.82843,                0.85,             0.92312,             0.41598,            0.025594,           0.0055546,           0.0048775,           0.0039049,           0.0039049,            0.053305
                 169,            0.052232,            0.011733,           0.0088552,             0.63482,             0.82433,             0.81887,             0.27185,            0.031397,           0.0057107,           0.0051477,           0.0039155,           0.0039155,            0.053016
                 170,            0.057778,            0.011644,           0.0082239,             0.93304,             0.80592,             0.91376,              0.4988,            0.027696,            0.005534,           0.0047481,            0.003926,            0.003926,            0.052726
                 171,            0.045153,            0.011891,           0.0096509,             0.94352,             0.94883,             0.97048,             0.29864,            0.030827,           0.0056308,           0.0046589,           0.0039362,           0.0039362,            0.052436
                 172,            0.049238,            0.013468,            0.012787,             0.95005,             0.89894,             0.98185,             0.59439,            0.026363,            0.005719,           0.0045642,           0.0039462,           0.0039462,            0.052146
                 173,            0.046164,            0.010786,           0.0094745,             0.86332,                0.95,             0.94188,             0.29105,            0.028587,           0.0057633,           0.0042802,            0.003956,            0.003956,            0.051856
                 174,            0.041875,            0.011495,           0.0086115,               0.754,                   1,             0.95016,             0.51745,            0.024436,           0.0058043,           0.0040623,           0.0039657,           0.0039657,            0.051566
                 175,              0.0442,             0.01101,           0.0097919,             0.93006,             0.94944,             0.97673,             0.50996,            0.027503,           0.0056202,           0.0040587,           0.0039751,           0.0039751,            0.051275
                 176,            0.045565,            0.012301,           0.0091032,             0.77789,             0.99403,             0.97357,             0.35068,            0.025433,           0.0058202,           0.0040985,           0.0039844,           0.0039844,            0.050984
                 177,            0.048997,            0.010368,             0.01056,             0.86401,             0.84774,             0.95503,               0.437,            0.032123,           0.0053846,           0.0040582,           0.0039935,           0.0039935,            0.050693
                 178,            0.052904,            0.011779,           0.0084143,             0.76332,                0.95,              0.9609,             0.52993,            0.027291,           0.0054569,           0.0040538,           0.0040023,           0.0040023,            0.050402
                 179,            0.041087,            0.012379,           0.0081207,             0.92666,             0.90299,             0.95904,             0.58834,            0.028111,           0.0055398,           0.0040716,            0.004011,            0.004011,            0.050111
                 180,              0.0491,            0.010088,            0.011134,             0.89703,             0.87437,             0.96343,             0.55084,            0.019972,           0.0055169,           0.0039876,           0.0040195,           0.0040195,            0.049819
                 181,            0.038079,            0.011486,           0.0089847,             0.74871,             0.99967,              0.9777,             0.77688,            0.021814,           0.0055341,           0.0039296,           0.0040278,           0.0040278,            0.049528
                 182,            0.038672,             0.00918,           0.0088841,             0.66961,             0.94887,             0.87134,             0.42972,            0.033937,             0.00556,           0.0039082,           0.0040359,           0.0040359,            0.049236
                 183,            0.051468,           0.0098532,            0.013458,             0.72894,             0.74911,             0.82297,             0.37971,            0.037292,           0.0055474,           0.0041364,           0.0040437,           0.0040437,            0.048944
                 184,            0.053039,            0.011282,            0.012429,             0.99169,             0.87756,             0.98667,             0.63114,            0.021368,           0.0057078,           0.0041557,           0.0040514,           0.0040514,            0.048651
                 185,            0.041933,            0.012621,           0.0073332,             0.62248,               0.925,             0.85057,             0.48449,            0.026834,           0.0057115,            0.004015,            0.004059,            0.004059,            0.048359
                 186,            0.041065,           0.0094719,            0.013895,             0.99693,                   1,               0.995,             0.70052,            0.018106,           0.0056935,           0.0038844,           0.0040663,           0.0040663,            0.048066
                 187,            0.035029,           0.0096692,            0.018722,             0.58982,             0.97072,              0.8776,             0.48275,            0.026056,           0.0057611,           0.0038475,           0.0040734,           0.0040734,            0.047773
                 188,            0.043024,             0.01045,            0.014323,              0.9959,             0.89226,             0.97334,             0.53276,            0.018718,           0.0054884,           0.0039202,           0.0040803,           0.0040803,             0.04748
                 189,            0.035195,             0.01192,            0.011038,             0.98478,             0.92411,             0.97982,             0.67865,            0.024204,           0.0055981,           0.0039186,            0.004087,            0.004087,            0.047187
                 190,            0.039306,            0.011297,           0.0090609,             0.83885,             0.84848,             0.95552,             0.26565,            0.027936,            0.005405,           0.0039489,           0.0040936,           0.0040936,            0.046894
                 191,            0.052693,             0.01127,            0.012823,             0.86685,             0.87287,             0.89726,             0.32886,            0.027724,           0.0053865,           0.0042096,           0.0040999,           0.0040999,              0.0466
                 192,            0.046797,            0.011661,           0.0093344,             0.75587,             0.97461,             0.83564,              0.5263,            0.019766,           0.0052155,            0.004325,            0.004106,            0.004106,            0.046306
                 193,            0.042234,            0.011071,            0.013957,              0.6602,               0.975,             0.83969,             0.40686,            0.024629,           0.0054886,           0.0041141,            0.004112,            0.004112,            0.046012
                 194,            0.043575,            0.011314,           0.0088027,             0.96509,                   1,               0.995,              0.6486,            0.019212,           0.0054224,           0.0039134,           0.0041177,           0.0041177,            0.045718
                 195,            0.034591,            0.011905,           0.0096081,             0.76999,                   1,             0.94883,             0.59982,            0.021368,            0.005451,           0.0035717,           0.0041233,           0.0041233,            0.045423
                 196,            0.044007,            0.010071,           0.0087489,              0.9742,             0.98713,             0.99262,             0.54084,            0.022798,           0.0052329,           0.0035551,           0.0041286,           0.0041286,            0.045129
                 197,            0.041445,            0.010949,            0.010659,             0.75955,               0.975,             0.80151,              0.3477,            0.028649,           0.0053541,           0.0037399,           0.0041338,           0.0041338,            0.044834
                 198,            0.047747,            0.010245,            0.010297,             0.99533,                   1,               0.995,             0.65772,            0.020609,           0.0051579,            0.003861,           0.0041388,           0.0041388,            0.044539
                 199,            0.041138,            0.011428,           0.0093358,             0.99794,               0.975,             0.99381,             0.47667,            0.021798,           0.0053688,           0.0036977,           0.0041435,           0.0041435,            0.044244
                 200,            0.039355,            0.013481,            0.013959,             0.78211,               0.975,             0.87818,             0.54452,            0.022013,           0.0051161,           0.0035817,           0.0041481,           0.0041481,            0.043948
                 201,            0.040263,             0.01056,           0.0091459,             0.97391,                   1,             0.98786,             0.44555,            0.022096,           0.0050757,           0.0034599,           0.0041525,           0.0041525,            0.043653
                 202,            0.039939,            0.010684,             0.01025,             0.97616,             0.98732,             0.99381,             0.72247,             0.01989,           0.0049483,           0.0033912,           0.0041567,           0.0041567,            0.043357
                 203,             0.03576,            0.010023,           0.0083281,             0.95471,             0.92513,               0.995,             0.55625,             0.02446,           0.0051571,           0.0032676,           0.0041607,           0.0041607,            0.043061
                 204,            0.040833,            0.011474,           0.0088607,             0.92915,             0.92381,             0.96278,             0.37501,            0.026423,            0.005266,           0.0033754,           0.0041645,           0.0041645,            0.042765
                 205,            0.044974,            0.010719,           0.0083618,             0.98466,                   1,               0.995,             0.70796,            0.016357,           0.0050342,           0.0034434,           0.0041681,           0.0041681,            0.042468
                 206,            0.033262,            0.011752,            0.010693,             0.98468,             0.99999,               0.995,             0.65353,             0.01791,            0.005105,           0.0034776,           0.0041715,           0.0041715,            0.042172
                 207,            0.039292,           0.0096343,            0.007295,             0.89636,                 0.9,             0.94882,             0.49705,            0.025124,           0.0051928,           0.0034003,           0.0041748,           0.0041748,            0.041875
                 208,            0.049074,            0.010525,           0.0082155,             0.99846,             0.99983,               0.995,             0.76359,            0.016737,           0.0048799,           0.0034225,           0.0041778,           0.0041778,            0.041578
                 209,            0.033851,            0.010517,           0.0076046,             0.99793,                   1,               0.995,             0.79311,            0.016115,            0.004832,           0.0033778,           0.0041806,           0.0041806,            0.041281
                 210,            0.037257,           0.0094214,            0.010189,             0.99904,             0.99961,               0.995,             0.66649,            0.022208,           0.0049129,           0.0032169,           0.0041833,           0.0041833,            0.040983
                 211,            0.038412,           0.0075638,           0.0057679,             0.87891,             0.90993,             0.96226,             0.64718,            0.022754,           0.0050095,           0.0033738,           0.0041857,           0.0041857,            0.040686
                 212,            0.040632,           0.0099377,           0.0071553,             0.95157,             0.99966,             0.99148,             0.67643,            0.021501,           0.0048701,            0.003235,            0.004188,            0.004188,            0.040388
                 213,            0.042609,            0.011479,           0.0057331,             0.92651,             0.99983,             0.98472,             0.56121,            0.025294,           0.0050804,            0.003318,           0.0041901,           0.0041901,             0.04009
                 214,            0.039553,           0.0098407,            0.010834,             0.99953,                   1,               0.995,             0.68858,            0.016353,           0.0049372,           0.0033705,           0.0041919,           0.0041919,            0.039792
                 215,            0.036264,           0.0098807,            0.010402,             0.99788,             0.99998,               0.995,             0.68697,            0.018149,           0.0049494,           0.0033827,           0.0041936,           0.0041936,            0.039494
                 216,            0.039397,           0.0093858,           0.0057838,             0.99888,             0.99993,               0.995,             0.77344,            0.020889,           0.0048423,           0.0032826,           0.0041951,           0.0041951,            0.039195
                 217,            0.039943,            0.010711,           0.0072449,             0.97469,               0.975,             0.99381,             0.71592,            0.018478,           0.0048477,            0.003321,           0.0041964,           0.0041964,            0.038896
                 218,            0.038524,             0.01091,           0.0071703,             0.98753,               0.975,             0.99273,             0.51418,            0.022511,            0.004891,            0.003253,           0.0041975,           0.0041975,            0.038598
                 219,            0.046435,           0.0098508,           0.0058454,             0.89401,             0.90372,             0.95737,             0.73862,            0.020151,           0.0047354,           0.0034612,           0.0041985,           0.0041985,            0.038298
                 220,            0.033393,           0.0093069,           0.0063206,                   1,             0.89455,             0.99174,             0.69011,            0.018689,           0.0047867,           0.0033959,           0.0041992,           0.0041992,            0.037999
                 221,            0.032843,            0.010659,           0.0078046,             0.99884,                   1,               0.995,             0.67637,             0.01575,           0.0046673,           0.0033485,           0.0041998,           0.0041998,              0.0377
                 222,            0.033937,            0.010514,           0.0068107,             0.99938,                   1,               0.995,             0.78865,            0.016152,           0.0046784,           0.0033115,           0.0042001,           0.0042001,              0.0374
                 223,            0.037369,           0.0093606,           0.0057471,             0.99976,                   1,               0.995,              0.7659,            0.019472,           0.0047355,           0.0032583,           0.0042003,           0.0042003,              0.0371
                 224,            0.038329,            0.010672,           0.0058254,             0.89567,             0.96046,             0.95662,              0.5721,            0.020881,           0.0047648,           0.0032119,           0.0042003,           0.0042003,              0.0368
                 225,            0.037056,           0.0089426,           0.0066526,              0.9989,                   1,               0.995,             0.78227,            0.015905,           0.0047003,           0.0032802,           0.0042001,           0.0042001,              0.0365
                 226,             0.02896,           0.0095124,           0.0058206,             0.87002,                   1,             0.98204,             0.60149,            0.019252,           0.0047427,           0.0032699,           0.0041997,           0.0041997,              0.0362
                 227,            0.034392,            0.010736,           0.0071295,             0.99937,                   1,               0.995,             0.67327,            0.018084,           0.0046409,           0.0031987,           0.0041991,           0.0041991,            0.035899
                 228,            0.036578,            0.010209,            0.010087,             0.83214,                   1,             0.98067,             0.59567,            0.021262,           0.0048376,           0.0032359,           0.0041984,           0.0041984,            0.035598
                 229,            0.037782,            0.011558,            0.006638,             0.99987,                   1,               0.995,             0.67444,            0.016358,           0.0046478,           0.0032214,           0.0041974,           0.0041974,            0.035297
                 230,            0.039192,           0.0093007,           0.0073176,             0.80681,                   1,             0.90038,             0.58743,             0.02207,           0.0047663,           0.0033771,           0.0041963,           0.0041963,            0.034996
                 231,            0.034152,            0.010872,            0.006085,             0.99763,                   1,               0.995,             0.77822,            0.016108,           0.0045892,           0.0033943,            0.004195,            0.004195,            0.034695
                 232,            0.034142,            0.011478,           0.0069374,             0.81487,                0.95,             0.86701,             0.54955,            0.020565,           0.0046683,           0.0033597,           0.0041935,           0.0041935,            0.034393
                 233,             0.03521,            0.011995,           0.0060278,             0.99167,                   1,               0.995,             0.79275,            0.018951,           0.0046401,           0.0033059,           0.0041918,           0.0041918,            0.034092
                 234,             0.03859,           0.0095608,           0.0063177,             0.97037,             0.95047,               0.995,             0.62888,            0.018669,           0.0045959,           0.0033082,           0.0041899,           0.0041899,             0.03379
                 235,            0.037359,           0.0098083,           0.0049427,              0.9983,                   1,               0.995,             0.67015,            0.020559,           0.0046652,           0.0032624,           0.0041879,           0.0041879,            0.033488
                 236,            0.043789,            0.010158,             0.00596,             0.97555,                   1,             0.99381,             0.64612,            0.017658,           0.0044308,           0.0033082,           0.0041857,           0.0041857,            0.033186
                 237,            0.037922,           0.0091196,           0.0067567,             0.99983,                   1,               0.995,             0.77475,            0.016954,           0.0045654,           0.0033145,           0.0041833,           0.0041833,            0.032883
                 238,            0.035494,            0.010786,           0.0065167,             0.99302,                   1,               0.995,             0.71285,             0.01457,              0.0045,           0.0033518,           0.0041807,           0.0041807,            0.032581
                 239,            0.030787,            0.010541,           0.0057537,             0.99847,                   1,               0.995,             0.69835,            0.017852,            0.004554,           0.0033153,           0.0041779,           0.0041779,            0.032278
                 240,             0.03508,            0.011312,           0.0096488,             0.97245,                   1,               0.995,             0.70778,            0.017608,           0.0045435,           0.0033684,            0.004175,            0.004175,            0.031975
                 241,            0.036769,           0.0094096,           0.0060814,              0.9856,               0.925,             0.98318,             0.56921,            0.021858,           0.0046616,           0.0032971,           0.0041719,           0.0041719,            0.031672
                 242,            0.032018,            0.010905,           0.0063524,             0.99714,                   1,               0.995,             0.73276,            0.016805,           0.0046501,           0.0033869,           0.0041686,           0.0041686,            0.031369
                 243,            0.032519,            0.010734,           0.0068764,             0.99785,                   1,               0.995,             0.63185,            0.018861,           0.0046873,           0.0033151,           0.0041651,           0.0041651,            0.031065
                 244,            0.036346,           0.0089992,           0.0063683,             0.99593,                   1,               0.995,             0.68123,            0.022196,            0.004693,           0.0033421,           0.0041615,           0.0041615,            0.030761
                 245,            0.033636,           0.0088552,            0.010419,             0.99547,             0.99989,               0.995,             0.72076,            0.017053,           0.0047152,            0.003374,           0.0041577,           0.0041577,            0.030458
                 246,            0.037322,           0.0089386,           0.0099962,             0.97589,             0.99283,             0.99262,             0.64912,            0.018323,           0.0049063,           0.0036518,           0.0041537,           0.0041537,            0.030154
                 247,            0.033232,            0.010556,           0.0097336,             0.98934,                   1,               0.995,             0.73121,            0.015646,           0.0048822,           0.0036313,           0.0041495,           0.0041495,             0.02985
                 248,              0.0338,           0.0097465,            0.006356,             0.98029,             0.99962,               0.995,             0.71937,            0.020675,           0.0049592,           0.0037301,           0.0041452,           0.0041452,            0.029545
                 249,            0.032804,            0.010449,           0.0060204,             0.99897,                   1,               0.995,             0.67778,            0.012868,           0.0048064,           0.0035391,           0.0041407,           0.0041407,            0.029241
                 250,            0.036575,            0.009189,           0.0070199,             0.99842,                   1,               0.995,             0.70065,            0.019492,           0.0048485,           0.0034369,            0.004136,            0.004136,            0.028936
                 251,              0.0351,           0.0089029,           0.0067645,             0.99694,                   1,               0.995,             0.61306,            0.021366,           0.0047623,           0.0032597,           0.0041312,           0.0041312,            0.028631
                 252,            0.039858,           0.0098974,           0.0080775,              0.9982,                   1,               0.995,             0.76034,            0.017528,            0.004657,           0.0032418,           0.0041261,           0.0041261,            0.028326
                 253,            0.033628,           0.0095411,           0.0087735,             0.98714,             0.99994,               0.995,             0.63641,            0.016702,            0.004584,           0.0032461,            0.004121,            0.004121,            0.028021
                 254,            0.035221,           0.0095205,           0.0067087,             0.99932,                   1,               0.995,               0.806,            0.015503,           0.0045553,           0.0032207,           0.0041156,           0.0041156,            0.027716
                 255,            0.034341,           0.0086507,           0.0061135,             0.99725,                   1,               0.995,             0.56585,            0.018109,           0.0045855,           0.0030858,           0.0041101,           0.0041101,             0.02741
                 256,            0.035851,           0.0097046,           0.0056325,             0.98173,             0.99987,               0.995,             0.75573,            0.015744,           0.0046234,           0.0030977,           0.0041044,           0.0041044,            0.027104
                 257,            0.033602,           0.0099437,           0.0079945,             0.99582,                   1,               0.995,             0.70004,            0.015765,           0.0046046,           0.0029742,           0.0040986,           0.0040986,            0.026799
                 258,            0.028797,            0.010505,           0.0086616,             0.99612,                   1,               0.995,             0.81968,            0.014019,            0.004532,           0.0029087,           0.0040925,           0.0040925,            0.026493
                 259,            0.028868,            0.008376,           0.0092905,             0.86903,                   1,             0.97357,             0.62743,            0.021302,           0.0047323,           0.0027593,           0.0040864,           0.0040864,            0.026186
                 260,            0.030272,            0.011132,           0.0065784,             0.82177,                   1,             0.95707,             0.68794,            0.018423,           0.0045646,           0.0026834,             0.00408,             0.00408,             0.02588
                 261,            0.034833,            0.009472,           0.0068918,             0.98877,                   1,               0.995,             0.64618,            0.019243,           0.0047899,           0.0026912,           0.0040735,           0.0040735,            0.025574
                 262,            0.033257,            0.009132,           0.0081865,             0.99663,                   1,               0.995,             0.71814,            0.016687,           0.0048055,           0.0028497,           0.0040669,           0.0040669,            0.025267
                 263,             0.03303,            0.010546,           0.0057921,             0.99585,                   1,               0.995,             0.68913,            0.017269,           0.0047613,           0.0030608,           0.0040601,           0.0040601,             0.02496
                 264,            0.036695,            0.011884,           0.0073373,             0.99794,                   1,               0.995,             0.73031,            0.015633,           0.0045313,           0.0030671,           0.0040531,           0.0040531,            0.024653
                 265,            0.032849,            0.010243,           0.0074521,             0.99888,                   1,               0.995,             0.77071,            0.017069,           0.0044441,           0.0030342,            0.004046,            0.004046,            0.024346
                 266,            0.031988,           0.0096854,           0.0072229,             0.99957,                   1,               0.995,              0.7724,            0.016458,           0.0044378,           0.0030254,           0.0040387,           0.0040387,            0.024039
                 267,            0.032741,           0.0090529,            0.010078,              0.9991,                   1,               0.995,             0.74209,            0.013912,           0.0043748,           0.0030514,           0.0040313,           0.0040313,            0.023731
                 268,            0.029035,           0.0088111,           0.0068316,              0.9988,                   1,               0.995,             0.74079,            0.014012,            0.004372,           0.0029947,           0.0040237,           0.0040237,            0.023424
                 269,            0.026971,           0.0087958,           0.0061807,             0.99533,                   1,               0.995,             0.80027,            0.014088,           0.0042625,           0.0028889,           0.0040159,           0.0040159,            0.023116
                 270,            0.027384,           0.0079124,           0.0079276,             0.99986,                   1,               0.995,             0.67616,            0.019424,           0.0044516,           0.0027327,            0.004008,            0.004008,            0.022808
                 271,            0.032071,           0.0088528,           0.0065996,              0.9998,                   1,               0.995,             0.76748,            0.015615,            0.004294,            0.002678,               0.004,               0.004,              0.0225
                 272,            0.032653,           0.0087389,           0.0098142,                   1,             0.95376,             0.99273,             0.71689,             0.01527,           0.0043872,           0.0026598,           0.0039918,           0.0039918,            0.022192
                 273,             0.03086,            0.010492,           0.0088667,             0.99866,                   1,               0.995,              0.7678,            0.014385,           0.0042917,           0.0025807,           0.0039835,           0.0039835,            0.021883
                 274,            0.028975,            0.009034,           0.0067399,             0.88989,             0.99993,               0.995,             0.68919,            0.017654,           0.0045601,           0.0025235,            0.003975,            0.003975,            0.021575
                 275,            0.034526,           0.0093525,           0.0070415,             0.99799,                   1,               0.995,             0.76705,            0.016589,           0.0042673,           0.0024823,           0.0039663,           0.0039663,            0.021266
                 276,             0.03523,            0.010526,           0.0070609,             0.99864,                   1,               0.995,               0.802,            0.014644,           0.0042057,           0.0025038,           0.0039576,           0.0039576,            0.020958
                 277,            0.028403,           0.0095022,           0.0059905,             0.99858,                   1,               0.995,             0.66241,            0.015918,           0.0041546,           0.0024972,           0.0039486,           0.0039486,            0.020649
                 278,             0.03395,           0.0088566,            0.010865,             0.99858,                   1,               0.995,             0.66241,            0.015918,           0.0041546,           0.0024972,           0.0039396,           0.0039396,             0.02034
                 279,            0.031774,           0.0085604,           0.0064249,             0.99906,               0.925,             0.98607,             0.62769,            0.015663,           0.0041413,            0.002506,           0.0039304,           0.0039304,             0.02003
                 280,            0.029475,           0.0096193,            0.005688,              0.9993,                   1,               0.995,             0.78295,            0.015138,           0.0041837,           0.0024974,            0.003921,            0.003921,            0.019721
                 281,            0.029391,           0.0085394,            0.007125,             0.99959,                   1,               0.995,             0.75664,            0.015369,           0.0043368,            0.002512,           0.0039115,           0.0039115,            0.019412
                 282,            0.023836,           0.0085638,           0.0058125,             0.99959,                   1,               0.995,             0.75664,            0.015369,           0.0043368,            0.002512,           0.0039019,           0.0039019,            0.019102
                 283,            0.024018,           0.0075744,           0.0078614,             0.99945,                   1,               0.995,             0.79754,            0.014021,            0.004332,           0.0025171,           0.0038921,           0.0038921,            0.018792
                 284,            0.023944,           0.0090614,           0.0086867,              0.9995,                   1,               0.995,             0.82873,            0.012105,           0.0040753,           0.0025054,           0.0038823,           0.0038823,            0.018482
                 285,            0.023881,            0.009196,           0.0046976,             0.99949,                   1,               0.995,              0.7327,            0.016259,           0.0043622,           0.0024635,           0.0038722,           0.0038722,            0.018172
                 286,            0.030161,           0.0090534,           0.0080561,             0.99949,                   1,               0.995,              0.7327,            0.016259,           0.0043622,           0.0024635,           0.0038621,           0.0038621,            0.017862
                 287,             0.02513,            0.010134,            0.010298,             0.99905,                   1,               0.995,             0.76392,            0.014824,           0.0042608,           0.0024809,           0.0038518,           0.0038518,            0.017552
                 288,            0.029095,           0.0086537,            0.006415,             0.99841,                   1,               0.995,             0.77436,            0.013213,           0.0041425,           0.0025036,           0.0038414,           0.0038414,            0.017241
                 289,            0.024989,           0.0098152,           0.0053697,             0.99819,                   1,               0.995,              0.7912,             0.01194,           0.0040974,           0.0025033,           0.0038308,           0.0038308,            0.016931
                 290,            0.032698,           0.0086714,           0.0056171,             0.99819,                   1,               0.995,              0.7912,             0.01194,           0.0040974,           0.0025033,           0.0038201,           0.0038201,             0.01662
                 291,            0.027439,           0.0099258,           0.0063698,             0.99821,                   1,               0.995,             0.83567,             0.01109,           0.0040307,            0.002513,           0.0038093,           0.0038093,            0.016309
                 292,            0.025926,           0.0084618,           0.0078677,             0.99826,                   1,               0.995,             0.78479,            0.011092,           0.0040949,            0.002492,           0.0037984,           0.0037984,            0.015998
                 293,            0.026526,            0.010363,           0.0065933,             0.97514,                   1,               0.995,             0.70123,            0.016432,            0.004504,           0.0024561,           0.0037874,           0.0037874,            0.015687
                 294,             0.03314,             0.00968,           0.0058505,             0.97514,                   1,               0.995,             0.70123,            0.016432,            0.004504,           0.0024561,           0.0037762,           0.0037762,            0.015376
                 295,            0.029371,            0.010188,            0.006528,             0.93435,                   1,               0.995,             0.74888,            0.014569,           0.0042994,            0.002447,           0.0037649,           0.0037649,            0.015065
                 296,            0.026984,           0.0095537,           0.0066739,              0.8435,             0.98655,             0.98271,             0.66585,            0.017976,           0.0045693,           0.0023548,           0.0037535,           0.0037535,            0.014753
                 297,            0.029316,           0.0087509,            0.007537,             0.99912,                   1,               0.995,             0.74891,            0.014452,           0.0045405,           0.0024538,            0.003742,            0.003742,            0.014442
                 298,            0.028994,           0.0084008,           0.0091703,             0.99912,                   1,               0.995,             0.74891,            0.014452,           0.0045405,           0.0024538,           0.0037303,           0.0037303,             0.01413
                 299,             0.02434,           0.0087351,           0.0051422,             0.99857,                   1,               0.995,             0.75068,            0.015058,           0.0046513,           0.0025592,           0.0037186,           0.0037186,            0.013819
                 300,            0.025199,           0.0085476,           0.0056637,             0.99747,                   1,               0.995,             0.75155,            0.013259,           0.0043812,           0.0026461,           0.0037067,           0.0037067,            0.013507
                 301,            0.025323,           0.0079414,           0.0089346,             0.99791,               0.975,             0.99174,             0.64584,            0.014973,           0.0045629,           0.0026699,           0.0036947,           0.0036947,            0.013195
                 302,            0.028984,           0.0081345,           0.0054111,             0.99791,               0.975,             0.99174,             0.64584,            0.014973,           0.0045629,           0.0026699,           0.0036826,           0.0036826,            0.012883
                 303,            0.025791,           0.0097728,           0.0059576,             0.89706,                   1,             0.98818,             0.74967,            0.016778,           0.0045063,           0.0027602,           0.0036704,           0.0036704,             0.01257
                 304,            0.026633,           0.0094697,           0.0062877,              0.9974,                   1,               0.995,             0.81083,            0.013829,           0.0042233,           0.0026361,           0.0036581,           0.0036581,            0.012258
                 305,            0.023769,           0.0090429,           0.0063231,             0.99753,                   1,               0.995,             0.78744,            0.014295,           0.0041235,           0.0025679,           0.0036457,           0.0036457,            0.011946
                 306,            0.030032,           0.0097128,           0.0047692,             0.99753,                   1,               0.995,             0.78744,            0.014295,           0.0041235,           0.0025679,           0.0036332,           0.0036332,            0.011633
                 307,            0.027861,           0.0092434,           0.0053869,             0.99716,                   1,               0.995,             0.76182,            0.015347,           0.0041292,           0.0025303,           0.0036206,           0.0036206,            0.011321
                 308,            0.026996,           0.0087234,           0.0079377,             0.99805,                   1,               0.995,             0.78202,            0.012529,           0.0040545,           0.0024791,           0.0036078,           0.0036078,            0.011008
                 309,            0.023688,           0.0078511,           0.0050344,             0.99868,                   1,               0.995,             0.81609,            0.014631,           0.0042478,           0.0024233,            0.003595,            0.003595,            0.010695
                 310,             0.02912,           0.0094989,           0.0045515,             0.99868,                   1,               0.995,             0.81609,            0.014631,           0.0042478,           0.0024233,           0.0035821,           0.0035821,            0.010382
                 311,            0.026426,           0.0086839,           0.0080403,             0.99815,                   1,               0.995,             0.82138,            0.015699,           0.0043212,            0.002428,           0.0035691,           0.0035691,            0.010069
                 312,            0.026403,           0.0073833,           0.0064505,             0.99742,                   1,               0.995,             0.80524,            0.011532,           0.0040692,           0.0024006,            0.003556,            0.003556,            0.009756
                 313,            0.026351,           0.0077925,           0.0086322,             0.99893,                   1,               0.995,             0.74402,            0.012057,           0.0041274,           0.0023468,           0.0035427,           0.0035427,           0.0094427
                 314,            0.027251,           0.0088244,           0.0063792,             0.99893,                   1,               0.995,             0.74402,            0.012057,           0.0041274,           0.0023468,           0.0035294,           0.0035294,           0.0091294
                 315,             0.02671,           0.0095321,           0.0084668,             0.99957,                   1,               0.995,             0.76505,            0.010963,            0.004047,           0.0023554,           0.0035161,           0.0035161,           0.0088161
                 316,            0.025061,           0.0092775,            0.012189,             0.99994,                   1,               0.995,             0.81072,            0.012567,           0.0040936,           0.0023278,           0.0035026,           0.0035026,           0.0085026
                 317,            0.027297,           0.0080666,           0.0072336,             0.99976,                   1,               0.995,              0.7735,            0.017068,           0.0042721,           0.0022703,            0.003489,            0.003489,            0.008189
                 318,            0.032092,           0.0092767,           0.0044817,             0.99976,                   1,               0.995,              0.7735,            0.017068,           0.0042721,           0.0022703,           0.0034754,           0.0034754,           0.0078754
                 319,            0.028756,           0.0090549,           0.0081434,             0.99993,                   1,               0.995,             0.75599,            0.019639,           0.0043559,           0.0022712,           0.0034616,           0.0034616,           0.0075616
                 320,            0.026027,           0.0080317,           0.0053523,             0.99965,                   1,               0.995,             0.84301,            0.012797,            0.003996,           0.0023297,           0.0034478,           0.0034478,           0.0072478
                 321,            0.026421,           0.0090493,           0.0067668,              0.9991,                   1,               0.995,             0.71749,            0.014025,           0.0042574,           0.0023931,           0.0034339,           0.0034339,           0.0069339
